customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,total_active_services,is_month_to_month,has_auto_payment,support_security_bundle,avg_total_charge_per_month,charge_gap_vs_average,monthly_charge_log,total_charge_log,monthly_x_tenure,charge_per_service,tenure_inverse,has_internet,has_fiber,fiber_no_security,fiber_no_support,fiber_no_security_support,month_to_month_fiber,electronic_check_m2m,short_tenure_high_charge,new_customer,very_low_tenure,very_long_tenure,streaming_count,backup_protection_count,support_count,risk_service_gap_count,contract_commitment_score,payment_risk_score,contract_x_tenure,contract_x_monthly,support_x_fiber,services_x_tenure,is_senior_m2m,dependents_partner_score,paperless_echeck,no_protection_services,internet_service_group,payment_contract_group,tenure_band,tenure_bucket,monthly_charge_band,tenure_charge_band,churn_probability,risk_tier,intervention_candidate,recommended_action,recommendation_rationale,Churn
1038-RQOST,Male,0,Yes,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.6,414.95,1,1,0,0,21.839473684210525,-1.2394736842105232,3.0726933146901194,6.030565060729897,391.40000000000003,20.6,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0.0,0,19,0,2,0,1,No_Month-to-month,Mailed check_Month-to-month,13-24 months,13-24,low,13-24_low,0.06956628021137498,low,False,Contract migration offer,Month-to-month customers have weaker switching barriers; offer a one-year plan incentive.,0
4937-QPZPO,Male,0,Yes,Yes,61,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,99.9,6241.35,5,0,0,0,102.31721311475411,-2.417213114754105,4.6141299273595635,8.73911199303063,6093.900000000001,19.98,0.016129032258064516,1,1,1,1,1,0,0,0,0,0,1,2,1,0,3,1,3,61,99.9,0,305,0,2,1,0,Fiber optic_One year,Electronic check_One year,49-72 months,49-72,premium,49-72_premium,0.30047251931583596,medium,True,Pricing and bundle review,High monthly charges may create price sensitivity; review plan fit or targeted discount.,0
3604-WLABM,Female,0,No,No,10,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,54.25,583.0,3,1,0,0,58.3,-4.049999999999997,4.0118683403978626,6.369900982828227,542.5,18.083333333333332,0.09090909090909091,1,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,3,0,0.0,0,30,0,0,0,0,DSL_Month-to-month,Electronic check_Month-to-month,0-12 months,7-12,moderate,7-12_moderate,0.17461088138061634,low,True,Contract migration offer,Month-to-month customers have weaker switching barriers; offer a one-year plan incentive.,0
1360-XFJMR,Female,0,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),109.7,7344.45,7,0,1,0,109.6186567164179,0.08134328358210041,4.706823839714591,8.901836352898744,7349.900000000001,15.671428571428573,0.014705882352941176,1,1,1,0,0,0,0,0,0,0,1,2,2,1,1,1,1,67,109.7,1,469,0,1,0,0,Fiber optic_One year,Credit card (automatic)_One year,49-72 months,49-72,premium,49-72_premium,0.18089573379994187,low,True,Pricing and bundle review,High monthly charges may create price sensitivity; review plan fit or targeted discount.,0
8717-VCTXJ,Male,0,No,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.55,839.4,1,0,0,0,19.985714285714284,-0.4357142857142833,3.022860940942244,6.7338779689708455,821.1,19.55,0.023255813953488372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,42,19.55,0,42,0,0,0,1,No_One year,Mailed check_One year,25-48 months,25-48,low,25-48_low,0.029745727158206645,low,False,Technical support outreach,Missing support/security services suggest a service-quality intervention opportunity.,0
5196-SGOAK,Female,0,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,75.7,75.7,2,1,0,0,75.7,0.0,4.33990170837321,4.33990170837321,75.7,37.85,0.5,1,1,1,1,1,1,1,1,1,1,0,0,1,0,3,0,3,0,0.0,0,2,0,0,1,0,Fiber optic_Month-to-month,Electronic check_Month-to-month,0-12 months,0-3,high,0-3_high,0.8031502834472832,high,True,Contract migration offer,Month-to-month customers have weaker switching barriers; offer a one-year plan incentive.,1
8739-XNIKG,Female,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.0,424.75,3,1,0,0,84.95,-0.9500000000000028,4.442651256490317,6.053852319542798,420.0,28.0,0.16666666666666666,1,1,1,1,1,1,1,1,1,0,0,1,0,0,4,0,3,0,0.0,0,15,0,0,1,1,Fiber optic_Month-to-month,Electronic check_Month-to-month,0-12 months,4-6,high,4-6_high,0.806085249500406,high,True,Contract migration offer,Month-to-month customers have weaker switching barriers; offer a one-year plan incentive.,0
2320-TZRRH,Female,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.5,403.15,1,0,0,0,20.1575,-0.6574999999999989,3.0204248861443626,6.0017860961798535,390.0,19.5,0.047619047619047616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,20,19.5,0,20,0,0,0,1,No_One year,Mailed check_One year,13-24 months,13-24,low,13-24_low,0.024909875904079202,low,False,Technical support outreach,Missing support/security services suggest a service-quality intervention opportunity.,0
5186-SAMNZ,Male,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.5,69.5,1,1,1,0,69.5,0.0,4.255612709818223,4.255612709818223,69.5,69.5,0.5,1,1,1,1,1,1,0,0,1,1,0,0,0,0,4,0,1,0,0.0,0,1,1,0,0,1,Fiber optic_Month-to-month,Bank transfer (automatic)_Month-to-month,0-12 months,0-3,high,0-3_high,0.7550001339683928,high,True,Contract migration offer,Month-to-month customers have weaker switching barriers; offer a one-year plan incentive.,1
5760-FXFVO,Male,0,No,No,6,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,78.95,494.95,3,1,0,0,82.49166666666666,-3.541666666666657,4.381401439279963,6.206475115192003,473.70000000000005,26.316666666666666,0.14285714285714285,1,1,0,1,0,1,1,1,1,0,0,0,1,1,2,0,3,0,0.0,1,18,0,0,1,0,Fiber optic_Month-to-month,Electronic check_Month-to-month,0-12 months,4-6,high,4-6_high,0.4736995889424576,medium,True,Contract migration offer,Month-to-month customers have weaker switching barriers; offer a one-year plan incentive.,0
5380-WJKOV,Male,0,No,No,34,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.35,3549.25,6,1,0,0,104.38970588235294,1.9602941176470523,4.67609452432479,8.174773302525123,3615.8999999999996,17.724999999999998,0.02857142857142857,1,1,1,1,1,1,1,0,0,0,0,2,2,0,2,0,3,0,0.0,0,204,0,0,1,0,Fiber optic_Month-to-month,Electronic check_Month-to-month,25-48 months,25-48,premium,25-48_premium,0.5817122151603605,medium,True,Contract migration offer,Month-to-month customers have weaker switching barriers; offer a one-year plan incentive.,1
4703-MQYKT,Male,0,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.6,390.4,1,0,0,0,18.59047619047619,1.009523809523813,3.0252910757955354,5.969730054961976,411.6,19.6,0.045454545454545456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,42,39.2,0,21,0,0,0,1,No_Two year,Mailed check_Two year,13-24 months,13-24,low,13-24_low,0.009934857177619869,low,False,Technical support outreach,Missing support/security services suggest a service-quality intervention opportunity.,0
2001-MCUUW,Male,0,No,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,108.65,4903.2,7,0,0,0,106.59130434782608,2.058695652173924,4.697293474863897,8.4978472598187,4997.900000000001,15.521428571428572,0.02127659574468085,1,1,1,0,0,0,0,0,0,0,0,2,2,1,1,2,3,92,217.3,1,322,0,0,0,0,Fiber optic_Two year,Electronic check_Two year,25-48 months,25-48,premium,25-48_premium,0.12231353338817628,low,False,Pricing and bundle review,High monthly charges may create price sensitivity; review plan fit or targeted discount.,0
4947-DSMXK,Male,0,Yes,Yes,34,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),97.7,3410.0,5,1,1,0,100.29411764705883,-2.594117647058823,4.592084946439436,8.134760782418645,3321.8,19.54,0.02857142857142857,1,1,1,1,1,1,0,0,0,0,0,2,1,0,3,0,1,0,0.0,0,170,0,2,0,0,Fiber optic_Month-to-month,Bank transfer (automatic)_Month-to-month,25-48 months,25-48,premium,25-48_premium,0.4906011959224026,medium,True,Contract migration offer,Month-to-month customers have weaker switching barriers; offer a one-year plan incentive.,0
0076-LVEPS,Male,0,No,Yes,29,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,45.0,1242.45,4,1,0,1,42.84310344827586,2.156896551724138,3.828641396489095,7.125645053347799,1305.0,11.25,0.03333333333333333,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0.0,0,116,0,1,0,0,DSL_Month-to-month,Mailed check_Month-to-month,25-48 months,25-48,moderate,25-48_moderate,0.09172560191235063,low,False,Contract migration offer,Month-to-month customers have weaker switching barriers; offer a one-year plan incentive.,0
5566-SOEZD,Male,0,Yes,Yes,27,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),80.65,2209.75,3,0,1,0,81.8425925925926,-1.1925925925925895,4.402441819416474,7.701087103455844,2177.55,26.883333333333336,0.03571428571428571,1,1,0,1,0,0,0,0,0,0,0,0,1,1,2,1,1,27,80.65,1,81,0,2,0,0,Fiber optic_One year,Credit card (automatic)_One year,25-48 months,25-48,high,25-48_high,0.09436549871943653,low,False,Pricing and bundle review,High monthly charges may create price sensitivity; review plan fit or targeted discount.,0
7408-OFWXJ,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.8,6510.45,8,0,1,1,90.42291666666667,-0.6229166666666686,4.508659285607248,8.781317444656016,6465.599999999999,11.225,0.0136986301369863,1,0,0,0,0,0,0,0,0,0,1,2,2,2,0,2,1,144,179.6,0,576,0,2,0,0,DSL_Two year,Credit card (automatic)_Two year,49-72 months,49-72,premium,49-72_premium,0.015255353159192587,low,False,Pricing and bundle review,High monthly charges may create price sensitivity; review plan fit or targeted discount.,0
1097-FSPVW,Female,0,No,No,42,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),54.55,2455.05,3,1,1,0,58.453571428571436,-3.903571428571439,4.017283516085639,7.806309647365994,2291.1,18.183333333333334,0.023255813953488372,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0.0,0,126,0,0,0,0,DSL_Month-to-month,Credit card (automatic)_Month-to-month,25-48 months,25-48,moderate,25-48_moderate,0.07560339006738531,low,False,Contract migration offer,Month-to-month customers have weaker switching barriers; offer a one-year plan incentive.,0
4412-YLTKF,Female,1,No,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.05,2135.5,3,1,0,0,79.0925925925926,-1.042592592592598,4.370080563655481,7.66692425508408,2107.35,26.016666666666666,0.03571428571428571,1,1,1,1,1,1,1,0,0,0,0,0,1,0,3,0,3,0,0.0,0,81,1,0,1,0,Fiber optic_Month-to-month,Electronic check_Month-to-month,25-48 months,25-48,high,25-48_high,0.5729125480693235,medium,True,Contract migration offer,Month-to-month customers have weaker switching barriers; offer a one-year plan incentive.,1
0420-TXVSG,Male,0,Yes,No,66,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),66.1,4428.45,5,0,1,0,67.09772727272727,-0.9977272727272748,4.206184043977636,8.396030701832627,4362.599999999999,13.219999999999999,0.014925373134328358,1,0,0,0,0,0,0,0,0,0,1,0,2,1,1,2,1,132,132.2,0,330,0,1,0,0,DSL_Two year,Credit card (automatic)_Two year,49-72 months,49-72,high,49-72_high,0.016955862328741023,low,False,Technical support outreach,Missing support/security services suggest a service-quality intervention opportunity.,0
7817-BOQPW,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.55,166.3,2,1,0,0,83.15,-7.6000000000000085,4.337944122103693,5.119788607992779,151.1,37.775,0.3333333333333333,1,1,1,1,1,1,1,1,1,1,0,0,0,0,4,0,3,0,0.0,0,4,0,0,1,1,Fiber optic_Month-to-month,Electronic check_Month-to-month,0-12 months,0-3,high,0-3_high,0.7909672316755234,high,True,Contract migration offer,Month-to-month customers have weaker switching barriers; offer a one-year plan incentive.,1
0963-ZBDRN,Male,0,No,No,32,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,96.2,3183.4,4,1,0,0,99.48125,-3.28125,4.576770711466393,8.066019167214423,3078.4,24.05,0.030303030303030304,1,1,1,0,0,1,1,0,0,0,0,2,0,1,3,0,3,0,0.0,1,128,0,0,1,0,Fiber optic_Month-to-month,Electronic check_Month-to-month,25-48 months,25-48,premium,25-48_premium,0.42224859914633533,medium,True,Contract migration offer,Month-to-month customers have weaker switching barriers; offer a one-year plan incentive.,1
9685-WKZGT,Male,1,No,No,14,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,1036.75,2,1,0,0,74.05357142857143,0.8964285714285722,4.330075229041782,6.944810186933148,1049.3,37.475,0.06666666666666667,1,1,1,1,1,1,1,0,0,0,0,0,0,0,4,0,3,0,0.0,0,28,1,0,1,1,Fiber optic_Month-to-month,Electronic check_Month-to-month,13-24 months,13-24,high,13-24_high,0.6358184910090637,high,True,Contract migration offer,Month-to-month customers have weaker switching barriers; offer a one-year plan incentive.,1
2139-FQHLM,Male,0,No,No,19,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,89.95,1682.4,4,1,0,0,88.54736842105264,1.4026315789473642,4.5103099049641315,7.428570836777475,1709.05,22.4875,0.05,1,1,1,0,0,1,0,0,0,0,0,1,1,1,2,0,2,0,0.0,1,76,0,0,0,0,Fiber optic_Month-to-month,Mailed check_Month-to-month,13-24 months,13-24,premium,13-24_premium,0.2785707040701295,low,True,Contract migration offer,Month-to-month customers have weaker switching barriers; offer a one-year plan incentive.,0
5825-XJOCM,Male,0,No,Yes,48,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),64.4,3035.35,5,0,1,0,63.23645833333333,1.1635416666666742,4.180522258463153,8.018411415138372,3091.2000000000003,12.88,0.02040816326530612,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,48,64.4,0,240,0,1,0,0,DSL_One year,Bank transfer (automatic)_One year,25-48 months,25-48,high,25-48_high,0.06196007746541553,low,False,Technical support outreach,Missing support/security services suggest a service-quality intervention opportunity.,0
0004-TLHLJ,Male,0,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,73.9,280.85,2,1,0,0,70.2125,3.6875,4.316153890523174,5.6413750145275845,295.6,36.95,0.2,1,1,1,1,1,1,1,1,1,0,0,0,1,0,3,0,3,0,0.0,0,8,0,0,1,0,Fiber optic_Month-to-month,Electronic check_Month-to-month,0-12 months,4-6,high,4-6_high,0.6720259933407986,high,True,Contract migration offer,Month-to-month customers have weaker switching barriers; offer a one-year plan incentive.,1
7529-ZDFXI,Male,1,Yes,No,57,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.85,4925.35,4,1,0,0,86.40964912280702,3.4403508771929694,4.50920979484218,8.502353627719575,5121.45,22.4625,0.017241379310344827,1,1,1,1,1,1,1,0,0,0,0,1,1,0,3,0,3,0,0.0,0,228,1,1,1,0,Fiber optic_Month-to-month,Electronic check_Month-to-month,49-72 months,49-72,premium,49-72_premium,0.4204610417943594,medium,True,Contract migration offer,Month-to-month customers have weaker switching barriers; offer a one-year plan incentive.,0
6848-YLDFR,Male,0,Yes,Yes,58,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),75.2,4300.8,5,0,1,0,74.15172413793104,1.0482758620689623,4.333361462692601,8.366788818742332,4361.6,15.040000000000001,0.01694915254237288,1,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,1,58,75.2,0,290,0,2,0,0,DSL_One year,Credit card (automatic)_One year,49-72 months,49-72,high,49-72_high,0.08040537931533295,low,False,Technical support outreach,Missing support/security services suggest a service-quality intervention opportunity.,0
5820-PTRYM,Female,1,Yes,No,56,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),68.45,4014.0,6,0,1,1,71.67857142857143,-3.2285714285714278,4.240607069200353,8.297792626380861,3833.2000000000003,11.408333333333333,0.017543859649122806,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,56,68.45,0,336,0,1,0,0,DSL_One year,Credit card (automatic)_One year,49-72 months,49-72,high,49-72_high,0.05103626810529721,low,False,Loyalty reinforcement,Maintain the customer relationship through loyalty benefits and service-quality monitoring.,0
2984-RGEYA,Female,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.75,1375.4,1,0,1,0,19.933333333333334,-0.18333333333333357,3.0325462466767075,7.227226673923325,1362.75,19.75,0.014285714285714285,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,2,1,138,39.5,0,69,0,2,0,1,No_Two year,Bank transfer (automatic)_Two year,49-72 months,49-72,low,49-72_low,0.011397661141283773,low,False,Technical support outreach,Missing support/security services suggest a service-quality intervention opportunity.,0
6434-TTGJP,Male,0,Yes,Yes,10,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),53.7,521.0,5,0,1,1,52.1,1.6000000000000014,4.001863709427935,6.257667587882639,537.0,10.74,0.09090909090909091,1,0,0,0,0,0,0,0,0,0,0,1,2,2,0,2,1,20,107.4,0,50,0,2,0,0,DSL_Two year,Credit card (automatic)_Two year,0-12 months,7-12,moderate,7-12_moderate,0.025391665039290058,low,False,Onboarding outreach,Early-lifecycle customers need onboarding reinforcement before dissatisfaction accumulates.,0
9643-AVVWI,Female,0,Yes,Yes,3,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,80.0,241.3,3,1,0,0,80.43333333333334,-0.4333333333333371,4.394449154672439,5.49017662782248,240.0,26.666666666666668,0.25,1,1,1,0,0,1,1,1,1,0,0,0,1,1,2,0,3,0,0.0,1,9,0,2,1,0,Fiber optic_Month-to-month,Electronic check_Month-to-month,0-12 months,0-3,high,0-3_high,0.5730502921429343,medium,True,Contract migration offer,Month-to-month customers have weaker switching barriers; offer a one-year plan incentive.,0
3506-OVLKD,Male,0,No,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),26.2,954.9,2,0,1,0,27.282857142857143,-1.0828571428571436,3.3032169733019514,6.862653305069717,917.0,13.1,0.027777777777777776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,35,26.2,0,70,0,0,0,1,No_One year,Bank transfer (automatic)_One year,25-48 months,25-48,low,25-48_low,0.02787689127069318,low,False,Technical support outreach,Missing support/security services suggest a service-quality intervention opportunity.,0
4946-EDSEW,Female,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.25,180.3,1,1,0,0,16.39090909090909,2.8590909090909093,3.0081547935525483,5.200153117760806,211.75,19.25,0.08333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0.0,0,11,0,2,0,1,No_Month-to-month,Mailed check_Month-to-month,0-12 months,7-12,low,7-12_low,0.11039756465123306,low,False,Contract migration offer,Month-to-month customers have weaker switching barriers; offer a one-year plan incentive.,1
2924-KHUVI,Male,0,Yes,No,56,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,100.55,5514.95,5,0,0,0,98.48125,2.0687499999999943,4.620551288026394,8.615399174332588,5630.8,20.11,0.017543859649122806,1,1,0,1,0,0,0,0,0,0,0,2,0,1,3,1,3,56,100.55,1,280,0,1,1,0,Fiber optic_One year,Electronic check_One year,49-72 months,49-72,premium,49-72_premium,0.26397467573396965,low,True,Pricing and bundle review,High monthly charges may create price sensitivity; review plan fit or targeted discount.,0
2263-SFSQZ,Male,0,Yes,Yes,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.95,1222.25,2,0,0,0,23.965686274509803,0.9843137254901961,3.2561716096118976,7.109266530169233,1272.45,12.475,0.019230769230769232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,102,49.9,0,102,0,2,0,1,No_Two year,Mailed check_Two year,49-72 months,49-72,low,49-72_low,0.013257409199199726,low,False,Technical support outreach,Missing support/security services suggest a service-quality intervention opportunity.,0
5281-BUZGT,Male,1,No,No,36,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.85,3186.7,4,1,0,0,88.51944444444445,2.3305555555555486,4.520156811661135,8.06705493259633,3270.6,22.7125,0.02702702702702703,1,1,0,1,0,1,1,0,0,0,0,1,0,1,3,0,3,0,0.0,1,144,1,0,1,0,Fiber optic_Month-to-month,Electronic check_Month-to-month,25-48 months,25-48,premium,25-48_premium,0.37576595318391454,medium,True,Contract migration offer,Month-to-month customers have weaker switching barriers; offer a one-year plan incentive.,1
3717-FDJFU,Male,0,No,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.45,106.9,1,0,0,0,21.380000000000003,-0.9300000000000033,3.065724645374026,4.681204872264089,102.25,20.45,0.16666666666666666,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2,2,10,40.9,0,5,0,1,0,1,No_Two year,Mailed check_Two year,0-12 months,4-6,low,4-6_low,0.011032654552541262,low,False,Technical support outreach,Missing support/security services suggest a service-quality intervention opportunity.,0
2239-CFOUJ,Male,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.4,20.4,1,0,0,0,20.4,0.0,3.0633909220278057,3.0633909220278057,20.4,20.4,0.5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,1,2,1,20.4,0,1,0,2,0,1,No_One year,Mailed check_One year,0-12 months,0-3,low,0-3_low,0.09003847757464956,low,False,Technical support outreach,Missing support/security services suggest a service-quality intervention opportunity.,0
8699-ASUFO,Male,1,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.4,527.9,2,1,0,0,75.41428571428571,-1.0142857142857054,4.32280727501391,6.270799378071934,520.8000000000001,37.2,0.125,1,1,1,1,1,1,0,1,0,0,0,0,0,0,4,0,2,0,0.0,0,14,1,1,0,1,Fiber optic_Month-to-month,Mailed check_Month-to-month,0-12 months,7-12,high,7-12_high,0.647006815571077,high,True,Contract migration offer,Month-to-month customers have weaker switching barriers; offer a one-year plan incentive.,1
1122-YJBCS,Male,0,Yes,No,69,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),53.65,3804.4,3,0,1,0,55.13623188405797,-1.4862318840579718,4.000949214622548,8.2441763896063,3701.85,17.883333333333333,0.014285714285714285,1,0,0,0,0,0,0,0,0,0,1,0,1,1,2,1,1,69,53.65,0,207,0,1,0,0,DSL_One year,Credit card (automatic)_One year,49-72 months,49-72,moderate,49-72_moderate,0.0405991712356417,low,False,Technical support outreach,Missing support/security services suggest a service-quality intervention opportunity.,0
0628-CNQRM,Male,0,Yes,Yes,22,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),67.5,1544.05,5,0,1,1,70.18409090909091,-2.684090909090912,4.22683374526818,7.342811551267739,1485.0,13.5,0.043478260869565216,1,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,1,22,67.5,0,110,0,2,0,0,DSL_One year,Bank transfer (automatic)_One year,13-24 months,13-24,high,13-24_high,0.0616927494928603,low,False,Loyalty reinforcement,Maintain the customer relationship through loyalty benefits and service-quality monitoring.,1
1705-GUHPV,Female,0,No,No,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.2,1618.2,2,0,0,0,25.685714285714287,-1.4857142857142875,3.2268439945173775,7.389687479093147,1524.6,12.1,0.015625,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,2,2,126,48.4,0,126,0,0,0,1,No_Two year,Mailed check_Two year,49-72 months,49-72,low,49-72_low,0.00928342885128413,low,False,Technical support outreach,Missing support/security services suggest a service-quality intervention opportunity.,0
4877-TSOFF,Female,0,Yes,Yes,55,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),75.75,4264.25,6,0,1,1,77.53181818181818,-1.7818181818181813,4.340553386467307,8.358256074855019,4166.25,12.625,0.017857142857142856,1,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,1,55,75.75,0,330,0,2,0,0,DSL_One year,Bank transfer (automatic)_One year,49-72 months,49-72,high,49-72_high,0.055116837865994875,low,False,Loyalty reinforcement,Maintain the customer relationship through loyalty benefits and service-quality monitoring.,0
7404-JLKQG,Female,0,No,No,3,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,57.55,161.45,3,1,0,0,53.81666666666666,3.7333333333333343,4.069881090043726,5.090370262115109,172.64999999999998,19.183333333333334,0.25,1,0,0,0,0,0,1,0,1,0,0,1,1,0,3,0,3,0,0.0,0,9,0,0,0,0,DSL_Month-to-month,Electronic check_Month-to-month,0-12 months,0-3,moderate,0-3_moderate,0.43786662222078254,medium,True,Contract migration offer,Month-to-month customers have weaker switching barriers; offer a one-year plan incentive.,0
0379-DJQHR,Male,0,Yes,Yes,67,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),81.35,5398.6,6,0,1,0,80.57611940298509,0.7738805970149087,4.410978456623649,8.594080155734671,5450.45,13.558333333333332,0.014705882352941176,1,0,0,0,0,0,0,0,0,0,1,2,2,1,1,2,1,134,162.7,0,402,0,2,0,0,DSL_Two year,Credit card (automatic)_Two year,49-72 months,49-72,high,49-72_high,0.021358060585792663,low,False,Pricing and bundle review,High monthly charges may create price sensitivity; review plan fit or targeted discount.,0
8993-PHFWD,Female,0,No,No,3,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.25,58.9,0,1,0,0,19.633333333333333,5.616666666666667,3.2676659890376327,4.092676505121403,75.75,25.25,0.25,1,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,3,0,0.0,0,0,0,0,0,1,DSL_Month-to-month,Electronic check_Month-to-month,0-12 months,0-3,low,0-3_low,0.4734842431906373,medium,True,Contract migration offer,Month-to-month customers have weaker switching barriers; offer a one-year plan incentive.,1
